title,url,date,Threat Actor
x70 Spotify Premium Full Capture,https://breachforums.st/Thread-x70-Spotify-Premium-Full-Capture,"11-25-2024, 09:21 PM", VRX
74 Call Of Duty Mobile Accounts,https://breachforums.st/Thread-74-Call-Of-Duty-Mobile-Accounts,"11-26-2024, 02:28 PM", el_capitan
17x PLESK accounts,https://breachforums.st/Thread-17x-PLESK-accounts,"11-26-2024, 05:22 PM", as3r2sb
collegesaintandre.ac.rw | Admin Access,https://breachforums.st/Thread-collegesaintandre-ac-rw-Admin-Access,"11-26-2024, 06:08 PM", zSenior
X127 SMTPs OFFICE365 CORPS FRESHLY DUMP SMTP PRIVATE HITS UNIQUE,https://breachforums.st/Thread-X127-SMTPs-OFFICE365-CORPS-FRESHLY-DUMP-SMTP-PRIVATE-HITS-UNIQUE,"11-27-2024, 01:06 AM", REDD
X75 SMTPs OFFICE365 CORPS⚡FRESHLY DUMP ⭐ SMTP PRIVATE100% ⭐ UNIQUE,https://breachforums.st/Thread-X75-SMTPs-OFFICE365-CORPS%E2%9A%A1FRESHLY-DUMP-%E2%AD%90-SMTP-PRIVATE100-%E2%AD%90-UNIQUE,"11-27-2024, 01:37 AM", REDD
18X VyprVPN Premium 1-Month,https://breachforums.st/Thread-18X-VyprVPN-Premium-1-Month,"11-27-2024, 02:15 AM", Interstellar
BINANCE ACCOUNTS LOGS,https://breachforums.st/Thread-BINANCE-ACCOUNTS-LOGS,"11-27-2024, 05:31 AM", VRX
PORNHUB PREMIUM & XNXX GOLD ACCOUNTS,https://breachforums.st/Thread-PORNHUB-PREMIUM-XNXX-GOLD-ACCOUNTS--150191,"11-27-2024, 05:33 AM", VRX
HBOMAX & DISNEY+ ACCOUNTS,https://breachforums.st/Thread-HBOMAX-DISNEY-ACCOUNTS,"11-27-2024, 05:40 AM", VRX
TRADINGVIEW PREMIUM ACCOUNTS,https://breachforums.st/Thread-TRADINGVIEW-PREMIUM-ACCOUNTS,"11-27-2024, 05:51 AM", VRX
x9 NordVPN Premuim Accounts With Expiry Date,https://breachforums.st/Thread-x9-NordVPN-Premuim-Accounts-With-Expiry-Date,"11-27-2024, 01:20 PM", Megatron
33 Minecraft Premium Accounts,https://breachforums.st/Thread-33-Minecraft-Premium-Accounts,"11-27-2024, 02:33 PM", el_capitan
Steams Accounts With Games | Working,https://breachforums.st/Thread-Steams-Accounts-With-Games-Working,"11-27-2024, 02:37 PM", el_capitan
"Cashapp Account , ID , USA BANK Accounts",https://breachforums.st/Thread-Cashapp-Account-ID-USA-BANK-Accounts,"11-27-2024, 04:19 PM", Noobie556546
MICROSOFT ACCOUNT WITH CC/BALANCE/POINTS [FULL CAPTURE],https://breachforums.st/Thread-MICROSOFT-ACCOUNT-WITH-CC-BALANCE-POINTS-FULL-CAPTURE,"11-27-2024, 06:07 PM", VRX
17.158.85 ANTI-DUPLICATE WORDPRESS LINE,https://breachforums.st/Thread-17-158-85-ANTI-DUPLICATE-WORDPRESS-LINE,"11-27-2024, 06:13 PM", D49D3K
x80 EXPRESS VPN Premium Accounts With Full Capture,https://breachforums.st/Thread-x80-EXPRESS-VPN-Premium-Accounts-With-Full-Capture,"11-28-2024, 12:06 PM", Megatron
x60 DISNEY Plus Premium Accounts With Full Capture,https://breachforums.st/Thread-x60-DISNEY-Plus-Premium-Accounts-With-Full-Capture,"11-28-2024, 12:17 PM", Megatron
70 SMTP,https://breachforums.st/Thread-70-SMTP,"11-28-2024, 01:23 PM", Ater
Steam Full Capture Fresh,https://breachforums.st/Thread-Steam-Full-Capture-Fresh,"11-28-2024, 01:43 PM", Secur3rat
140 Steam Accounts With Games,https://breachforums.st/Thread-140-Steam-Accounts-With-Games,"11-28-2024, 03:29 PM", el_capitan
240 Spotify Accounts With Cookies,https://breachforums.st/Thread-240-Spotify-Accounts-With-Cookies,"11-28-2024, 03:31 PM", el_capitan
"⭐NEW CRACKED ACCOUNTS! COOKIES AMAZON, EBAY, GMAIL, IG, LINKEDIN, TIKTOK AND TWITCH ✨",https://breachforums.st/Thread-%E2%AD%90NEW-CRACKED-ACCOUNTS-COOKIES-AMAZON-EBAY-GMAIL-IG-LINKEDIN-TIKTOK-AND-TWITCH-%E2%9C%A8,"11-28-2024, 09:34 PM", MiguelCracked
"Cashapp Account , ID , USA BANK Accounts",https://breachforums.st/Thread-Cashapp-Account-ID-USA-BANK-Accounts--150502,"11-28-2024, 11:12 PM", Noobie556546
X15 Pure-VPN,https://breachforums.st/Thread-X15-Pure-VPN,"11-29-2024, 02:51 AM", Interstellar
X15 Pure-VPN,https://breachforums.st/Thread-X15-Pure-VPN--150529,"11-29-2024, 03:58 AM", Interstellar
Binance.Com Login İnformation,https://breachforums.st/Thread-Binance-Com-Login-%C4%B0nformation,"11-29-2024, 07:21 AM", Ragnarrr
X50 DISNEY+ PREMIUM ACCOUNTS [NEW] FULL CAPTURE,https://breachforums.st/Thread-X50-DISNEY-PREMIUM-ACCOUNTS-NEW-FULL-CAPTURE,"11-29-2024, 02:50 PM", bamaker
5K WESTERN UNION LOGIN;PASS FRESH HITS [FREE $$$],https://breachforums.st/Thread-5K-WESTERN-UNION-LOGIN-PASS-FRESH-HITS-FREE,"11-29-2024, 03:33 PM", GlitchPool
test post,https://breachforums.st/Thread-test-post--150624,"11-29-2024, 08:22 PM", 744alone
lots of cpanel accounts,https://breachforums.st/Thread-lots-of-cpanel-accounts,"11-30-2024, 01:44 AM", savage24
x510 SPOTIFY PREMIUM ACCOUNTS [FULL CAPTURE],https://breachforums.st/Thread-x510-SPOTIFY-PREMIUM-ACCOUNTS-FULL-CAPTURE,"11-30-2024, 08:37 AM", VRX
x12 ExpressVPN Premium Accounts,https://breachforums.st/Thread-x12-ExpressVPN-Premium-Accounts,"11-30-2024, 08:41 AM", VRX
x52 Netflix Premium Accounts Full Capture,https://breachforums.st/Thread-x52-Netflix-Premium-Accounts-Full-Capture,"11-30-2024, 08:47 AM", VRX
Tunnel Bear VPN Premium Hits,https://breachforums.st/Thread-Tunnel-Bear-VPN-Premium-Hits,"11-30-2024, 01:24 PM", el_capitan
100 Steam Accounts With Games,https://breachforums.st/Thread-100-Steam-Accounts-With-Games--150719,"11-30-2024, 01:26 PM", el_capitan
freepik.es Users Access,https://breachforums.st/Thread-freepik-es-Users-Access,"11-30-2024, 03:09 PM", Madison01
rpts.jfhp.org User Access,https://breachforums.st/Thread-rpts-jfhp-org-User-Access,"11-30-2024, 03:48 PM", Madison01
Zap hoisting databases access,https://breachforums.st/Thread-Zap-hoisting-databases-access,"11-30-2024, 06:33 PM", Madison01
100+ Crunchy roll with subscription,https://breachforums.st/Thread-100-Crunchy-roll-with-subscription,"12-01-2024, 05:36 AM", niggasinparris
x215K ROBLOX ACCOUNTS LOGS,https://breachforums.st/Thread-x215K-ROBLOX-ACCOUNTS-LOGS,"12-01-2024, 05:38 AM", VRX
x138 PornHub Premium & x118 Xnxx Gold Accounts,https://breachforums.st/Thread-x138-PornHub-Premium-x118-Xnxx-Gold-Accounts,"12-01-2024, 11:35 AM", VRX
x55 Crunchyroll Premium Accounts With Full Capture,https://breachforums.st/Thread-x55-Crunchyroll-Premium-Accounts-With-Full-Capture,"12-01-2024, 12:15 PM", Megatron
105 SMTP (No check),https://breachforums.st/Thread-105-SMTP-No-check,"12-01-2024, 01:46 PM", Ater
FREE SPOTIFY PREMIUM + MODDED SPOTIFY TO YOUR LIKING,https://breachforums.st/Thread-FREE-SPOTIFY-PREMIUM-MODDED-SPOTIFY-TO-YOUR-LIKING,"12-01-2024, 04:09 PM", keuterje
12X EXPRESS VPN PREMIUM ACCOUNTS WITH OVPN+PPTP,https://breachforums.st/Thread-12X-EXPRESS-VPN-PREMIUM-ACCOUNTS-WITH-OVPN-PPTP,"12-02-2024, 04:19 AM", Interstellar
Hellow,https://breachforums.st/Thread-Hellow--151036,"12-02-2024, 11:21 AM", k4pxdd
x10 NordVPN Premium Accounts With Expiry Date,https://breachforums.st/Thread-x10-NordVPN-Premium-Accounts-With-Expiry-Date,"12-02-2024, 01:10 PM", Megatron
x100 CAPCUT Pro Accounts All Working,https://breachforums.st/Thread-x100-CAPCUT-Pro-Accounts-All-Working,"12-02-2024, 01:39 PM", Megatron
x50 Spotify Premium Accounts [FC],https://breachforums.st/Thread-x50-Spotify-Premium-Accounts-FC,"12-02-2024, 01:48 PM", Godelaww
x12 Disney+ & x10 Netflix Premium Accounts [FC],https://breachforums.st/Thread-x12-Disney-x10-Netflix-Premium-Accounts-FC,"12-02-2024, 01:51 PM", Godelaww
x2308 SHODAN FREE MEMBERSHIP ACCOUNTS & API KEYS HITS,https://breachforums.st/Thread-x2308-SHODAN-FREE-MEMBERSHIP-ACCOUNTS-API-KEYS-HITS,"12-02-2024, 11:13 PM", gwap
100+ NORD VPN Premium Accounts,https://breachforums.st/Thread-100-NORD-VPN-Premium-Accounts,12-03-2024, el_capitan
10 DISNEY+ Premium Accounts With Full Cap,https://breachforums.st/Thread-10-DISNEY-Premium-Accounts-With-Full-Cap--151224,12-03-2024, el_capitan
"Credentials, Cyber Essentials: ExpressVPN Newly Security Verified x50",https://breachforums.st/Thread-Credentials-Cyber-Essentials-ExpressVPN-Newly-Security-Verified-x50,12-03-2024, sistonka69
Entries 300/800$ Balance x22 Paypal Freedom: Financial,https://breachforums.st/Thread-Entries-300-800-Balance-x22-Paypal-Freedom-Financial,12-03-2024, sistonka69
(Ad-Free) TV Live + Supreme Hulu Streaming: Unlimited,https://breachforums.st/Thread-Ad-Free-TV-Live-Supreme-Hulu-Streaming-Unlimited,12-03-2024, sistonka69
"Access Full Accounts, Master Minecraft x25 Minecraft: Explore",https://breachforums.st/Thread-Access-Full-Accounts-Master-Minecraft-x25-Minecraft-Explore,12-03-2024, sistonka69
"Ads No Entries, Deluxe Spotify x20 Bliss: Melodic",https://breachforums.st/Thread-Ads-No-Entries-Deluxe-Spotify-x20-Bliss-Melodic,12-03-2024, sistonka69
"UHD) 4K Screens, (4 Premium Disney+ Account: Disney+ into Dive",https://breachforums.st/Thread-UHD-4K-Screens-4-Premium-Disney-Account-Disney-into-Dive,12-03-2024, sistonka69
Yahoo Mail Access x1000 HOT !,https://breachforums.st/Thread-Yahoo-Mail-Access-x1000-HOT,12-03-2024, sistonka69
found some accounts,https://breachforums.st/Thread-found-some-accounts,12-03-2024, COmmunistproduct
Amazon Prime Video Accounts Premium (4K UHD),https://breachforums.st/Thread-Amazon-Prime-Video-Accounts-Premium-4K-UHD,12-03-2024, sistonka69
"x100 Dropbox Plus Entries, FREE Storage",https://breachforums.st/Thread-x100-Dropbox-Plus-Entries-FREE-Storage,12-03-2024, sistonka69
Unleash Your Creativity Accounts: Spotify Deluxe Entries !,https://breachforums.st/Thread-Unleash-Your-Creativity-Accounts-Spotify-Deluxe-Entries,12-03-2024, sistonka69
12 Crunchyroll Premium [FC],https://breachforums.st/Thread-12-Crunchyroll-Premium-FC,12-03-2024, VRX
x51 Bank of America Customer Login Accounts,https://breachforums.st/Thread-x51-Bank-of-America-Customer-Login-Accounts,12-03-2024, Godelaww
x1172 Instagram Accounts,https://breachforums.st/Thread-x1172-Instagram-Accounts,12-03-2024, Godelaww
x56 OnlyFans Accounts with Balance/Collection,https://breachforums.st/Thread-x56-OnlyFans-Accounts-with-Balance-Collection,12-03-2024, Godelaww
75K Twitter.com Accounts with Followers,https://breachforums.st/Thread-75K-Twitter-com-Accounts-with-Followers,12-03-2024, VRX
415K Facebook Accounts with Linked Games/App,https://breachforums.st/Thread-415K-Facebook-Accounts-with-Linked-Games-App,12-03-2024, VRX
x32 CHATGPT PLUS ACCOUNTS,https://breachforums.st/Thread-x32-CHATGPT-PLUS-ACCOUNTS,12-03-2024, karumbe
9X EXPRESSVPN MOBILE ACCOUNT,https://breachforums.st/Thread-9X-EXPRESSVPN-MOBILE-ACCOUNT,12-04-2024, Interstellar
x309 Steam Account with Games [FC],https://breachforums.st/Thread-x309-Steam-Account-with-Games-FC,"12-04-2024, 09:44 AM", VRX
"X21 VULNERABLE Zabbix Account [Domain, Username, Password, Session] with EXPLOIT CODE",https://breachforums.st/Thread-X21-VULNERABLE-Zabbix-Account-Domain-Username-Password-Session-with-EXPLOIT-CODE,"12-04-2024, 11:03 AM", tcpfuck
[1.677.652] ⭐️Good UHQ Mixed Country Combolist⭐️,https://breachforums.st/Thread-1-677-652-%E2%AD%90%EF%B8%8FGood-UHQ-Mixed-Country-Combolist%E2%AD%90%EF%B8%8F,"12-04-2024, 01:56 PM", sistonka69
forums.risengame.com (5.2 million),https://breachforums.st/Thread-REQUEST-forums-risengame-com-5-2-million,"11-18-2024, 05:21 PM", anonmoose
Badan Restorasi - data verification request [200 CREDITS REWARD],https://breachforums.st/Thread-REQUEST-Badan-Restorasi-data-verification-request-200-CREDITS-REWARD,"11-19-2024, 02:01 PM", Addka72424
Finastra Leak,https://breachforums.st/Thread-Finastra-Leak,"11-20-2024, 12:41 AM", whyamihere123
AUCHAN.FR & FREE.FR,https://breachforums.st/Thread-REQUEST-AUCHAN-FR-FREE-FR,"11-20-2024, 01:40 AM", recursive42
allaboutsymbian.com 220k user [100 CREDITS REWARD] [FOUND],https://breachforums.st/Thread-allaboutsymbian-com-220k-user-100-CREDITS-REWARD-FOUND,"11-20-2024, 06:52 AM", Addka72424
2021 myrepubilc data in Singapore,https://breachforums.st/Thread-REQUEST-2021-myrepubilc-data-in-Singapore,"11-20-2024, 10:08 AM", coolworker378
DATASUS 185M + DETRAN 104M data verification request [500 CREDITS REWARD] [CLOSED],https://breachforums.st/Thread-DATASUS-185M-DETRAN-104M-data-verification-request-500-CREDITS-REWARD-CLOSED,"11-20-2024, 01:11 PM", Addka72424
How can I start dumping databases/learn to?,https://breachforums.st/Thread-REQUEST-How-can-I-start-dumping-databases-learn-to,"11-20-2024, 06:38 PM", tacktack
"Hello, how can i get a Turkey E-Okul Pic DAtabase leak?",https://breachforums.st/Thread-REQUEST-Hello-how-can-i-get-a-Turkey-E-Okul-Pic-DAtabase-leak,"11-21-2024, 08:02 AM", dertlibkr
Request for Db: BASHUNHARA (Bangladesh) industrial company customer base 2024.,https://breachforums.st/Thread-REQUEST-Request-for-Db-BASHUNHARA-Bangladesh-industrial-company-customer-base-2024,"11-21-2024, 09:23 AM", KhanMahammad
Btcnext.io [200 CREDITS REWARD],https://breachforums.st/Thread-REQUEST-Btcnext-io-200-CREDITS-REWARD,"11-22-2024, 12:28 AM", whiteroad
Seeking Uraine Citizenship Database of 53M,https://breachforums.st/Thread-Seeking-Uraine-Citizenship-Database-of-53M,"11-22-2024, 05:12 PM", metzelplix
Seeking Private Databases - Big Budget,https://breachforums.st/Thread-Seeking-Private-Databases-Big-Budget,"11-23-2024, 01:48 AM", hexagon3290
Banque de France,https://breachforums.st/Thread-Banque-de-France,"11-23-2024, 10:34 AM", sabdot
Hot Topic accounts,https://breachforums.st/Thread-REQUEST-Hot-Topic-accounts,"11-23-2024, 11:22 AM", leahpayneq4yi
can any one give me anti public databse link?,https://breachforums.st/Thread-REQUEST-can-any-one-give-me-anti-public-databse-link,"11-23-2024, 12:49 PM", ozark0077
Database of US Attorneys,https://breachforums.st/Thread-Database-of-US-Attorneys,"11-23-2024, 08:19 PM", johngault99
SQL Injection in Haifa University Website (israeli university),https://breachforums.st/Thread-SQL-Injection-in-Haifa-University-Website-israeli-university,"11-23-2024, 09:05 PM", Hxp7
[Full] Linkedin Data 2023 35M,https://breachforums.st/Thread-REQUEST-Full-Linkedin-Data-2023-35M,"11-25-2024, 01:20 PM", admmonero
NITF file archive request,https://breachforums.st/Thread-NITF-file-archive-request,"11-25-2024, 04:02 PM", metzelplix
Gaming related databreaches,https://breachforums.st/Thread-Gaming-related-databreaches,"11-25-2024, 05:59 PM", KyoWhyTho
Facebook 827 Million full DB,https://breachforums.st/Thread-REQUEST-Facebook-827-Million-full-DB,"11-26-2024, 08:19 AM", dachas
Hustler's Univeristy Breach Data,https://breachforums.st/Thread-Hustler-s-Univeristy-Breach-Data,"11-26-2024, 09:05 PM", darksnow54
"Looking for shopping in Vietnam, get fresh products every day, don’t bother with scam",https://breachforums.st/Thread-Looking-for-shopping-in-Vietnam-get-fresh-products-every-day-don%E2%80%99t-bother-with-scam,"11-28-2024, 08:53 AM", zhuce2015
Hootsuite (https://www.hootsuite.com/),https://breachforums.st/Thread-REQUEST-Hootsuite-https-www-hootsuite-com,"11-28-2024, 09:34 AM", zamasu
Luxembourg data looking,https://breachforums.st/Thread-Luxembourg-data-looking,"11-28-2024, 03:21 PM", Madness44
Caller ID Data For Turkey,https://breachforums.st/Thread-REQUEST-Caller-ID-Data-For-Turkey,"11-28-2024, 03:51 PM", breach4420
"Anyone have ""Freedom Convoy donation site"" ?",https://breachforums.st/Thread-Anyone-have-Freedom-Convoy-donation-site,"11-29-2024, 02:32 PM", OriginalCrazyOldFart
[1000 credits] Straffic Database,https://breachforums.st/Thread-REQUEST-1000-credits-Straffic-Database,"11-29-2024, 07:38 PM", grep
Where was trezor2024_orders posted?,https://breachforums.st/Thread-Where-was-trezor2024-orders-posted,"11-30-2024, 02:44 AM", gangster
Tosan Databases,https://breachforums.st/Thread-Tosan-Databases,"12-01-2024, 11:23 AM", testmis639
I need cutout pro dataleak,https://breachforums.st/Thread-I-need-cutout-pro-dataleak,"12-01-2024, 12:07 PM", violettyyyy
search for spain citizens,https://breachforums.st/Thread-REQUEST-search-for-spain-citizens,"12-02-2024, 04:49 PM", OneTouchUI
where is National PUBLICDB,https://breachforums.st/Thread-where-is-National-PUBLICDB,12-04-2024, lag
Uzbek logistics company Fargo.uz.,https://breachforums.st/Thread-Uzbek-logistics-company-Fargo-uz--151372,"12-04-2024, 07:07 AM", Shipach2281488
How to use BreachForums escrow [GUIDE],https://breachforums.st/Thread-How-to-use-BreachForums-escrow-GUIDE,"12-04-2024, 09:22 AM", Addka72424
FUNKSEC | leaks in our website,https://breachforums.st/Thread-FUNKSEC-leaks-in-our-website,"12-04-2024, 10:20 AM", el_farado
Uruguay facultad de ciencias agrarias universidad de la empresa DB,https://breachforums.st/Thread-Uruguay-facultad-de-ciencias-agrarias-universidad-de-la-empresa-DB,"11-25-2024, 05:16 PM", ExPresidents
"miyako full dox - Leaked, Download!",https://breachforums.st/Thread-miyako-full-dox-Leaked-Download,"11-25-2024, 08:03 PM", miyako
"23,639,567.USA.TX.statedata.2021 breach",https://breachforums.st/Thread-23-639-567-USA-TX-statedata-2021-breach,"11-26-2024, 12:31 AM", juskme
[ARGENTINA] antecedentes.chaco.gov.ar,https://breachforums.st/Thread-ARGENTINA-antecedentes-chaco-gov-ar,"11-26-2024, 03:37 AM", PastelGhost
[ARGENTINA] cfj.gov.ar (30K Users),https://breachforums.st/Thread-ARGENTINA-cfj-gov-ar-30K-Users,"11-26-2024, 04:05 AM", PastelGhost
Old Chinese breach compilation I found,https://breachforums.st/Thread-Old-Chinese-breach-compilation-I-found,"11-26-2024, 07:28 AM", s1d0w
loyaltyliquidity.com Crypto Scam Website +12K With Docs FREE,https://breachforums.st/Thread-loyaltyliquidity-com-Crypto-Scam-Website-12K-With-Docs-FREE,"11-26-2024, 09:33 AM", Sosyopat
(Access) La Rencontre Radio ftp access leaked,https://breachforums.st/Thread-Access-La-Rencontre-Radio-ftp-access-leaked,"11-26-2024, 10:39 AM", Desertstorm
LIST OF LARAVEL LIVEWIRE WEBSITES PURCHASED FROM BUILTWITH,https://breachforums.st/Thread-LIST-OF-LARAVEL-LIVEWIRE-WEBSITES-PURCHASED-FROM-BUILTWITH,"11-26-2024, 11:40 AM", m0rpheus
"Brazilian ID's, CC's & more",https://breachforums.st/Thread-DOCUMENTS-Brazilian-ID-s-CC-s-more,"11-26-2024, 12:17 PM", bobetinho99
Indonesian police leaks data,https://breachforums.st/Thread-Indonesian-police-leaks-data,"11-26-2024, 01:01 PM", NAVINN24
19k SINGAPORE DATA,https://breachforums.st/Thread-19k-SINGAPORE-DATA,"11-26-2024, 01:26 PM", Moon_WALK
540k INDIA SHOPPING DATA,https://breachforums.st/Thread-540k-INDIA-SHOPPING-DATA,"11-26-2024, 01:43 PM", Moon_WALK
52k France Email Data With Address,https://breachforums.st/Thread-52k-France-Email-Data-With-Address,"11-26-2024, 01:49 PM", Moon_WALK
INDONESIA person,https://breachforums.st/Thread-INDONESIA-person,"11-26-2024, 01:55 PM", Moon_WALK
Internal Management System of the Maroun Chedid Website,https://breachforums.st/Thread-Internal-Management-System-of-the-Maroun-Chedid-Website,"11-26-2024, 02:46 PM", sentap
Uruguay | Frente Amplio Base de datos,https://breachforums.st/Thread-Uruguay-Frente-Amplio-Base-de-datos,"11-26-2024, 11:26 PM", uruguayo1337
(2024) 5 TB of customer data from WIN company,https://breachforums.st/Thread-COLLECTION-2024-5-TB-of-customer-data-from-WIN-company,"11-27-2024, 07:35 AM", ABZeroCool
spokanevalleyent.com | medical clinic 498gb docs 2024 leak,https://breachforums.st/Thread-DOCUMENTS-spokanevalleyent-com-medical-clinic-498gb-docs-2024-leak,"11-27-2024, 08:26 AM", mapateam
FoodTango Restaurant Online Food Ordering Platform (India),https://breachforums.st/Thread-FoodTango-Restaurant-Online-Food-Ordering-Platform-India,"11-27-2024, 08:35 AM", sentap
"Liberty Latin America Private GitHub Repositories - Leaked, Download!",https://breachforums.st/Thread-SOURCE-CODE-Liberty-Latin-America-Private-GitHub-Repositories-Leaked-Download,"11-27-2024, 09:03 AM", GHNA
"[Giveaway]  92,906 beachguide.com  USA users [email sorted].",https://breachforums.st/Thread-Giveaway-%C2%A092-906-beachguide-com-%C2%A0USA-users-email-sorted,"11-27-2024, 02:28 PM", RonyKingSourcingINC
Leads university lahore Pakistan all students data,https://breachforums.st/Thread-COLLECTION-Leads-university-lahore-Pakistan-all-students-data,"11-27-2024, 06:22 PM", eighty8edits
American Associated Pharmacies LEAK,https://breachforums.st/Thread-American-Associated-Pharmacies-LEAK,"11-27-2024, 06:32 PM", DISPOSSESSOR
"Scraped collection of centrals, telegram bot's, checkers, etc, etc [3.12gb]",https://breachforums.st/Thread-Scraped-collection-of-centrals-telegram-bot-s-checkers-etc-etc-3-12gb,"11-27-2024, 09:19 PM", bobetinho99
admin.ekremabi846.com Leaked,https://breachforums.st/Thread-admin-ekremabi846-com-Leaked,"11-27-2024, 09:28 PM", Null3r
200 passport uk kingdom italya india free,https://breachforums.st/Thread-200-passport-uk-kingdom-italya-india-free,"11-28-2024, 04:46 AM", moneyline2
Peruvian University USAT,https://breachforums.st/Thread-Peruvian-University-USAT,"11-28-2024, 05:02 AM", BorschT6
Pakistan Public Complaint Management Dashboard Overview,https://breachforums.st/Thread-Pakistan-Public-Complaint-Management-Dashboard-Overview,"11-28-2024, 01:53 PM", sentap
USA 50+ Age Targeted Collection,https://breachforums.st/Thread-COLLECTION-USA-50-Age-Targeted-Collection,"11-28-2024, 06:39 PM", Hizer
TZPAY 30K ID's Passport Selfie etc.,https://breachforums.st/Thread-DOCUMENTS-TZPAY-30K-ID-s-Passport-Selfie-etc,"11-28-2024, 08:23 PM", Sosyopat
Cpanel Collection,https://breachforums.st/Thread-COLLECTION-Cpanel-Collection,"11-29-2024, 04:05 AM", Secur3rat
"SQLi in the database transparencia.campinas.sp.gov.br of Campinas city, Brazil",https://breachforums.st/Thread-SQLi-in-the-database-transparencia-campinas-sp-gov-br-of-Campinas-city-Brazil,"11-29-2024, 05:01 AM", Pacxxx
Data Breach at Naptha Petro napthapetro.in,https://breachforums.st/Thread-DOCUMENTS-Data-Breach-at-Naptha-Petro-napthapetro-in,"11-29-2024, 06:13 AM", Counter
Korea passport 2x free,https://breachforums.st/Thread-DOCUMENTS-Korea-passport-2x-free,"11-29-2024, 04:23 PM", Southkorean
5k US Date 2019,https://breachforums.st/Thread-COLLECTION-5k-US-Date-2019,"11-29-2024, 10:12 PM", termit
Lil Uzi Vert - Wondergirl Better Find Closure,https://breachforums.st/Thread-Lil-Uzi-Vert-Wondergirl-Better-Find-Closure,"11-30-2024, 12:03 PM", Artifact
Em Group,https://breachforums.st/Thread-COLLECTION-Em-Group,"11-30-2024, 05:59 PM", X0Frankenstein
CARLETON UNIVERSITY CANADA ALL STUDENFS EMAIL LIST 150K,https://breachforums.st/Thread-CARLETON-UNIVERSITY-CANADA-ALL-STUDENFS-EMAIL-LIST-150K,"11-30-2024, 07:29 PM", nelson12000
NAME :EMAIL: PHONE 100K~ CSV,https://breachforums.st/Thread-COLLECTION-NAME-EMAIL-PHONE-100K-CSV,"12-01-2024, 08:15 AM", el_farado
Dhaka(Bangladesh) Army Cantonment Database,https://breachforums.st/Thread-Dhaka-Bangladesh-Army-Cantonment-Database,"12-01-2024, 02:30 PM", Sosyopat
[BRASIL] ertcycle.com.br DATABASE (CC details included),https://breachforums.st/Thread-BRASIL-ertcycle-com-br-DATABASE-CC-details-included,"12-01-2024, 06:59 PM", m0rpheus
USMC Data Breach,https://breachforums.st/Thread-USMC-Data-Breach,"12-01-2024, 08:51 PM", natohub
[LEAK] ACCESS Admin pannels,https://breachforums.st/Thread-LEAK-ACCESS-Admin-pannels--150973,"12-02-2024, 12:30 AM", AnonBF
(2024) WIN Circuits Leak - IP addresses and credentials,https://breachforums.st/Thread-DOCUMENTS-2024-WIN-Circuits-Leak-IP-addresses-and-credentials,"12-02-2024, 02:02 AM", ABZeroCool
20GB MIX FREE DOCUMENT,https://breachforums.st/Thread-DOCUMENTS-20GB-MIX-FREE-DOCUMENT,"12-02-2024, 02:19 AM", DocLite
PAKISTAN NATIONAL ID & DOCUMENTS,https://breachforums.st/Thread-COLLECTION-PAKISTAN-NATIONAL-ID-DOCUMENTS,"12-02-2024, 04:29 AM", adelardsyah
1K Brasil Full Info (Name-CPF-TEL-ADDRESS),https://breachforums.st/Thread-COLLECTION-1K-Brasil-Full-Info-Name-CPF-TEL-ADDRESS,"12-02-2024, 01:03 PM", Sosyopat
FREE 37 pcs USA DL+SSN,https://breachforums.st/Thread-DOCUMENTS-FREE-37-pcs-USA-DL-SSN,"12-02-2024, 03:03 PM", ppshopping
[FREE LEAK] 2 RANDOM CHINESE DUMP,https://breachforums.st/Thread-FREE-LEAK-2-RANDOM-CHINESE-DUMP,"12-02-2024, 10:47 PM", gwap
Network of Websites of Sport-Unity LLC,https://breachforums.st/Thread-COLLECTION-Network-of-Websites-of-Sport-Unity-LLC,12-03-2024, X0Frankenstein
APIs Argentina Citizens data,https://breachforums.st/Thread-COLLECTION-APIs-Argentina-Citizens-data,12-03-2024, cheto
pixostudio.com subscribers,https://breachforums.st/Thread-pixostudio-com-subscribers,12-03-2024, JOSHUAGENT
"Thai Armed Forces Headquarters Leaked, Download !",https://breachforums.st/Thread-DOCUMENTS-Thai-Armed-Forces-Headquarters-Leaked-Download,12-03-2024, saltedegg
